TT,Loại máy và thiết bị,Nhân công điều khiển máy theo bảng giá ca máy ban hành trước ngày 1/7/2026,Đơn giá nhân công theo công bố của địa phương (đồng/ngày công),Giá nhân công quy đổi sang Nhóm lái xe (đồng/ngày công)
TT,Loại máy và thiết bị,Nhân công điều khiển máy theo bảng giá ca máy ban hành trước ngày 1/7/2026,Đơn giá nhân công theo công bố của địa phương (đồng/ngày công),Giá nhân công quy đổi sang Nhóm lái xe (đồng/ngày công)
TT,Loại máy và thiết bị,Nhân công điều khiển máy theo bảng giá ca máy ban hành trước ngày 1/7/2026,Đơn giá nhân công theo công bố của địa phương (đồng/ngày công),Giá nhân công quy đổi sang Nhóm lái xe (đồng/ngày công)
TT,Loại máy và thiết bị,Nhân công điều khiển máy theo bảng giá ca máy ban hành trước ngày 1/7/2026,Đơn giá nhân công theo công bố của địa phương (đồng/ngày công),Giá nhân công quy đổi sang Nhóm lái xe (đồng/ngày công)
TT,Loại máy và thiết bị,Nhân công điều khiển máy theo bảng giá ca máy ban hành trước ngày 1/7/2026,Đơn giá nhân công theo công bố của địa phương (đồng/ngày công),Giá nhân công quy đổi sang Nhóm lái xe (đồng/ngày công)
TT,Loại máy và thiết bị,Nhân công điều khiển máy theo bảng giá ca máy ban hành trước ngày 1/7/2026,Đơn giá nhân công theo công bố của địa phương (đồng/ngày công),Giá nhân công quy đổi sang Nhóm lái xe (đồng/ngày công)
1,Cần trục ô tô - sức nâng 16 t,1x1/4+1x3/4 lái xe,250.000 + 350.000 = 600.000,303.750
2,Xe nâng - chiều cao nâng 18 m,1x1/4+1x3/4 lái xe,250.000 + 350.000 = 600.000,303.750
2,Xe nâng - chiều cao nâng 18 m,1x1/4+1x3/4 lái xe,250.000 + 350.000 = 600.000,303.750
3,Máy phun nhựa đường - công suất 190 cv,1x1/4+1x3/4 lái xe,250.000 + 350.000 = 600.000,303.750
3,Máy phun nhựa đường - công suất 190 cv,1x1/4+1x3/4 lái xe,250.000 + 350.000 = 600.000,303.750
4,Ô tô vận tải thùng - trọng tải 10 t,1x2/4 lái xe,295.000,303.750
5,Ô tô tự đổ - trọng tải 15 t,1x3/4 lái xe,350.000,303.750
6,"Ô tô chuyển trộn bê tông - dung tích thùng trộn 10,7 m3",1x1/4+1x3/4 lái xe,250.000 + 350.000 = 600.000,303.750
6,"Ô tô chuyển trộn bê tông - dung tích thùng trộn 10,7 m3",1x1/4+1x3/4 lái xe,250.000 + 350.000 = 600.000,303.750
7,Xe bơm bê tông tự hành - năng suất 60 m3/h,1x1/4+1x3/4 lái xe,250.000 + 350.000 = 600.000,303.750
7,Xe bơm bê tông tự hành - năng suất 60 m3/h,1x1/4+1x3/4 lái xe,250.000 + 350.000 = 600.000,303.750
