Trạm,Tháng,Năm
Trạm,1,2,3,4,5,6,7,8,9,10,11,12,Năm
46. Nguyên Bình,"7,2","7,9","6,1","2,6","0,4","0,2","0,0","0,4","1,0","3,7","29,6"
47. Trùng Khánh,"8,0","9,1","8,4","4,1","0,3","0,0","0,4","1,7","3,5","35,6"
48. Cao Bằng,"3,2","4,2","3,2","1,6","0,1","0,0","0,3","1,0","13,9"
49. Bắc Sơn,"2,9","4,8","6,6","3,1","0,1","0,0","0,1","0,6","1,3","19,8"
50. Hữu Lũng,"2,3","3,2","5,6","2,6","0,1","0,0","0,3","0,6","14,7"
51. Đình Lập,"2,3","3,0","4,8","1,5","0,0","0,5","12,1"
52. Thất Khê,"5,2","7,8","8,5","3,6","0,2","0,0","0,1","1,4","2,0","29,0"
53. Lạng Sơn,"5,1","8,2","8,5","3,9","0,4","0,2","0,0","0,1","0,8","1,8","28,9"
54. Lục Ngạn,"2,1","3,9","5,6","1,4","0,0","0,1","0,3","13,5"
55. Sơn Động,"2,4","4,1","4,9","1,9","0,0","0,2","0,5","14,1"
56. Bắc Giang,"4,3","7,8","10,2","4,4","0,1","0,0","0,2","0,4","27,4"
57. Hiệp Hòa,"4,7","7,7","10,7","4,0","0,0","0,3","0,7","28,2"
58. Uông Bí,"1,7","2,0","4,3","1,5","0,0","0,1","9,8"
59. Cô Tô,"1,7","2,6","4,2","1,5","0,1","0,0","0,1","0,3","0,8","11,3"
60. Bãi Cháy,"3,0","6,9","9,8","3,6","0,0","0,2","0,6","24,1"
61. Cửa Ông,"2,3","5,8","5,6","2,4","0,0","0,1","0,4","16,6"
62. Tiên Yên,"2,4","5,2","1,8","0,0","0,1","0,7","15,4"
63. Móng Cái,"1,0","2,0","3,0","1,2","0,0","0,1","0,0","0,4","7,7"
64. Phù Liễn,"2,9","4,4","6,9","2,7","0,0","0,3","17,3"
65. Hòn Dấu,"1,3","4,5","5,3","1,9","0,0","0,2","0,3","13,6"
66. Bạch Long Vĩ,"1,2","2,2","1,9","0,9","0,0","0,1","0,3","0,2","6,8"
67. Ba Vì,"2,5","3,3","3,5","0,9","0,1","0,0","0,1","0,4","10,9"
68. Hà Đông,"1,8","3,2","3,8","1,5","0,0","0,1","0,3","10,6"
69. Sơn Tây,"6,3","8,0","9,7","4,0","0,2","0,0","0,8","1,7","30,8"
70. Hà Nội,"5,2","7,2","9,4","3,4","0,1","0,0","0,4","0,8","26,7"
71. Chí Linh,"1,7","3,6","6,1","3,0","0,0","0,1","0,3","14,8"
72. Hải Dương,"3,9","7,2","9,3","3,3","0,0","0,5","1,2","25,5"
73. Hưng Yên,"5,1","8,1","10,7","3,7","0,1","0,0","0,3","1,4","29,6"
74. Nam Định,"3,4","6,4","7,9","3,4","0,1","0,0","0,3","1,0","22,5"
75. Văn Lý,"4,2","7,4","8,6","3,9","0,1","0,0","0,3","0,9","25,4"
76. Thái Bình,"2,2","4,0","4,7","2,4","0,4","0,0","0,4","1,0","15,1"
77. Hà Nam,"5,0","7,9","9,8","3,4","0,1","0,0","0,3","1,3","27,9"
78. Ninh Bình,"4,4","9,6","11,9","4,3","0,4","0,2","0,0","0,1","0,2","1,4","32,4"
79. Nho Quan,"2,2","3,5","3,9","1,5","0,0","0,9","12,0"
80. Yên Định,"2,9","5,7","5,2","2,6","0,1","0,0","0,1","0,6","17,3"
81. Bái Thượng,"4,4","4,5","5,8","1,9","0,1","0,0","0,1","0,7","1,3","18,8"
82. Như Xuân,"4,8","6,7","5,9","2,1","0,1","0,0","0,1","0,3","1,6","21,5"
83. Tĩnh Gia,"3,9","6,0","7,9","2,9","0,0","0,4","1,0","22,2"
84. Thanh Hoá,"5,4","8,7","11,1","5,0","0,1","0,0","0,1","0,5","1,5","32,5"
85. Hồi Xuân,"7,2","8,7","9,2","3,1","0,2","0,0","0,2","1,5","2,9","33,0"
86. Quỳ Châu,"2,6","3,6","3,4","1,1","0,1","0,0","0,1","1,0","1,6","13,5"
87. Quỳ Hợp,"4,5","4,0","4,5","2,1","0,1","0,0","0,1","0,5","1,4","17,2"
88. Tây Hiếu,"3,7","5,3","5,2","1,8","0,1","0,0","0,3","1,2","17,6"
89. Quỳnh Lưu,"2,5","6,0","6,5","2,2","0,0","0,1","0,5","17,9"
90. Con Cuông,"2,8","3,6","4,7","1,3","0,0","0,3","0,7","1,4","14,9"
91. Đô Lương,"5,8","7,7","6,6","2,0","0,1","0,0","0,2","0,7","1,6","24,7"
92. Tương Dương,"1,6","1,0","1,1","0,3","0,0","0,1","0,7","0,6","5,5"
93. Vinh,"5,4","8,3","9,0","3,7","0,1","0,0","0,1","0,8","1,8","29,2"
94. Hương Khê,"1,5","2,1","3,5","0,7","0,0","0,1","0,2","0,7","8,8"
95. Kỳ Anh,"1,7","1,9","0,6","0,0","0,1","0,3","6,3"
96. Hà Tĩnh,"3,0","4,8","4,2","1,6","0,5","0,0","0,3","0,8","15,2"
97. Tuyên Hoá,"2,1","3,3","4,0","1,3","0,2","0,0","0,2","0,8","11,8"
98. Ba Đồn,"0,9","1,2","2,4","0,8","0,0","0,1","0,2","5,6"
99. Đồng Hới,"0,9","3,3","4,9","1,4","0,0","0,1","0,5","11,2"
100. Cồn Cỏ,"0,2","0,3","1,0","0,9","0,0","2,5"
101. Đông Hà,"0,4","2,2","1,3","0,5","0,0","0,2","4,5"
102. Khe Sanh,"3,1","4,1","2,5","1,1","0,0","0,2","0,5","1,9","13,6"
103. A Lưới,"1,8","2,8","1,8","0,9","0,0","0,2","0,8","8,4"
104. Nam Đông,"1,0","1,2","1,4","0,2","0,0","0,3","0,0","0,5","4,7"
105. Huế,"0,1","2,1","2,0","0,7","0,1","0,0","0,1","5,1"
106. Đà Nẵng,"0,2","0,1","0,0","0,1","0,3"
107. Tam Kỳ,"0,1","0,0","0,1","0,0","0,3"
108. Trà My,"0,0"
109. Ba Tơ,"0,0"
110. Quảng Ngãi,"0,0","0,1","0,0","0,2"
111. Lý Sơn,"0,0"
112. Hoài Nhơn,"0,0"
113. Quy Nhơn,"0,0"
114. Sơn Hoà,"0,0","0,1","0,0","0,1"
115. Tuy Hoà,"0,0"
116. Nha Trang,"0,0"
117. Cam Ranh,"0,0"
118. Trường Sa,"0,0"
119. Phan Thiết,"0,0"
120. Hàm Tân,"0,0"
121. Phú Quý,"0,0"
122. Đắk Tô,"0,0"
123. Kon Tum,"0,0"
124. Pleiku,"0,0","0,1","0,3","0,0","0,2","0,0","0,9"
125. An Khê,"0,0"
126. Ayun Pa,"0,3","0,1","0,0","0,4"
127. M’Đrắk,"0,0"
128. Buôn Ma Thuột,"0,0"
129. Buôn Hồ,"0,1","0,0","0,1","0,0","0,2"
130. Đắk Nông,"0,0","0,1","0,2","0,1","0,0","0,5"
131. Liên Khương,"0,0"
132. Bảo Lộc,"0,0"
133. Đồng Phú (Đồng Xoài),"0,0"
134. Phước Long,"0,0"
135. Tây Ninh,"0,0"
136. Vũng Tàu,"0,0"
137. Côn Đảo,"0,0"
138. Mộc Hoá,"0,0"
139. Mỹ Tho,"0,0","0,1"
140. Cao Lãnh,"0,0"
141. Ba Tri,"0,0"
142. Càng Long,"0,0"
143. Châu Đốc,"0,0"
144. Cần Thơ,"0,0"
145. Sóc Trăng,"0,0"
146. Rạch Giá,"0,0"
147. Phú Quốc,"0,0"
148. Bạc Liêu,"0,0"
149. Cà Mau,"0,0"
