Trạm,Tháng,Năm
Trạm,1,2,3,4,5,6,7,8,9,10,11,12,Năm
1. Mường Tè,"0,6","0,5","0,6","0,5","0,4","0,5"
2. Sìn Hồ,"1,3","1,5","1,7","1,5","1,4","1,1","1,0","1,1","1,0","1,1","1,3"
3. Tam Đường,"2,3","2,5","2,3","1,9","1,7","1,8","1,5","1,4","1,7","1,8","1,9"
4. Than Uyên,"1,0","1,1","1,2","1,1","1,0","1,4","1,1","1,0","1,1"
5. Lai Châu,"1,1","1,3","1,1","0,9","0,8","0,7","0,8","0,7","0,5","0,7","0,8"
6. Tuần Giáo,"0,8","0,9","0,8","0,7","0,6","0,8","0,7","0,8"
7. Pha Đin,"2,6","3,1","3,2","2,9","2,7","2,6","2,3","2,6","2,7","2,6","2,4","2,7"
8. Điện Biên,"0,8","0,9","1,0","0,8","0,7","0,8"
9. Quỳnh Nhai,"1,0","1,1","1,0","0,8","0,7","0,8","0,9"
10. Sông Mã,"1,6","1,8","1,6","1,4","1,1","0,9","0,8","0,9","1,0","1,1","1,3","1,2"
11. Cò Nòi,"2,1","2,5","2,4","2,0","1,6","1,2","1,1","1,2","1,5","1,6","1,7"
12. Yên Châu,"1,8","2,2","2,0","1,7","1,5","1,2","1,1","1,3","1,5"
13. Bắc Yên,"3,1","3,5","3,4","2,7","2,2","2,1","1,8","1,6","1,9","2,0","2,3","2,5","2,4"
14. Phù Yên,"1,4","1,6","1,5","1,4","1,5","1,4","0,9","0,8","1,1","1,2","1,3"
15. Mộc Châu,"2,0","2,2","2,1","2,2","1,8","1,7","1,8","1,7","1,8","2,0"
16. Sơn La,"1,4","1,8","1,7","1,4","1,1","0,9","0,8","0,9","1,0","1,1"
17. Kim Bôi,"1,0","1,2","1,3","1,1","0,9","1,0","0,8","0,9","1,0"
18. Mai Châu,"1,1","1,3","1,2","1,1","1,2","1,0","0,9","0,8","1,0"
19. Chi Nê,"1,4","1,3","1,2","1,4","1,1","1,2","1,0","1,1","1,4","1,2","1,3"
20. Lạc Sơn,"1,3","1,4","1,3","1,5","1,2","1,1","0,9","1,0","1,1","1,2"
21. Hoà Bình,"1,0","0,9","1,2","1,0","0,8","0,9","0,8","1,0"
22. Hoàng Su Phì,"1,1","1,3","1,4","1,2","1,0","0,9","1,0","0,9","1,0","1,1"
23. Bắc Mê,"1,4","1,3","1,2","1,1","1,0","0,9","1,0","1,1","1,2","1,1"
24. Bắc Quang,"0,9","1,0","1,1","1,0","0,9","0,8","0,9"
25. Hà Giang,"1,0","1,2","1,4","1,5","1,3","1,0","0,9","1,1"
26. Phố Ràng,"1,0","1,3","1,4","1,1","0,9","0,7","0,5","0,6","0,7","0,9"
27. Bắc Hà,"1,3","1,4","1,3","1,1","1,2","1,0","1,1","1,2"
28. Sa Pa,"2,0","2,2","2,5","2,3","2,0","2,1","2,0","1,4","1,0","1,2","1,6","1,8"
29. Mù Căng Chải,"2,1","2,3","2,1","1,6","1,3","1,2","1,3","1,6","1,8","2,0","1,7"
30. Văn Chấn,"1,2","1,3","1,2","1,1","0,9","1,0","0,8","0,7","0,9","1,0"
31. Lục Yên,"1,1","1,2","1,3","1,2","1,1","1,0","0,9","1,1"
32. Yên Bái,"1,3","1,4","1,5","1,6","1,5","1,4","1,3","1,4","1,3","1,2","1,4"
33. Hàm Yên,"0,7","0,8","0,9","0,8","0,7","0,8"
34. Tuyên Quang,"1,2","1,3","1,5","1,4","1,3","1,2","1,1","1,0","1,1","1,2"
35. Chiêm Hóa,"0,8","0,9","1,0","0,9","0,8","0,7","0,8"
36. Chợ Rã,"1,3","1,4","1,3","1,2","1,1","1,0","0,9","1,0","1,1"
37. Ngân Sơn,"1,5","1,6","1,5","1,4","1,2","1,1","1,3","1,4","1,3"
38. Bắc Kạn,"1,4","1,5","1,2","1,1","1,0","0,9","1,1","1,2","1,1"
39. Định Hoá,"1,0","1,2","1,0","1,3","1,1","1,0","0,9","1,0"
40. Thái Nguyên,"1,4","1,5","1,4","1,5","1,6","1,4","1,2","1,3","1,4"
41. Minh Đài,"0,6","0,7","0,8","0,9","0,8","0,9","0,7","0,6","0,7","0,5","0,7"
42. Phú Hộ,"1,5","1,7","1,9","2,2","2,0","1,8","1,4","1,3","1,2","1,3","1,6"
43. Việt Trì,"1,5","1,7","1,8","1,9","1,7","1,5","1,2","1,5"
44. Tam Đảo,"3,2","3,1","3,0","3,1","2,6","2,3","2,9","3,6","3,3","3,1","3,0"
45. Vĩnh Yên,"1,5","1,7","1,8","2,0","1,7","1,4","1,2","1,5"
46. Bảo Lạc,"0,8","1,0","1,1","0,8","0,6","0,5","0,7"
47. Nguyên Bình,"1,3","1,5","1,3","1,1","1,2"
48. Trùng Khánh,"1,3","1,4","1,6","1,5","1,3","1,1","1,2","0,9","1,1","1,2"
49. Cao Bằng,"1,6","1,8","2,1","1,8","1,6","1,5","1,2","1,3","1,4","1,6"
50. Bắc Sơn,"1,7","1,8","1,7","1,5","1,3","1,2","1,0","1,2","1,4","1,5"
51. Hữu Lũng,"1,1","1,0","0,9","0,8","0,9","0,7","0,8","0,9"
52. Đình Lập,"1,6","1,7","1,6","1,4","1,2","1,3","1,1","1,5","1,4","1,6","1,4"
53. Thất Khê,"0,9","1,0","0,9","1,0","0,9"
54. Lạng Sơn,"2,6","2,3","1,9","1,7","1,3","1,1","1,3","1,8","2,0","2,2","1,9"
55. Lục Ngạn,"1,1","1,2","1,0","1,1","1,0","0,9","1,0"
56. Sơn Động,"1,1","1,2","1,4","1,5","1,3","1,2","1,0","0,9","1,0","1,2"
57. Bắc Giang,"1,8","2,0","1,9","2,0","2,2","1,5","1,4","1,5","1,7"
58. Hiệp Hòa,"1,7","1,9","2,0","2,1","1,9","1,5","1,4","1,6","1,4","1,7"
59. Uông Bí,"1,9","2,0","1,9","2,1","2,4","1,8","1,6","1,9","1,7","1,8","2,0"
60. Cô Tô,"4,6","4,5","3,8","3,3","3,4","4,2","4,6","3,6","4,0","5,0","4,8","4,2"
61. Bãi Cháy,"4,1","2,9","3,2","3,0","3,1","3,7","3,2","3,6","3,9","3,8","4,3","3,5"
62. Cửa Ông,"3,2","2,9","2,6","2,5","2,8","3,0","3,2","2,8","3,1","3,5","3,4","3,0"
63. Tiên Yên,"1,7","1,4","1,3","1,4","1,6","1,5","1,6","2,0","2,2","2,0","1,8","1,7"
64. Móng Cái,"1,6","1,5","1,6","1,7","1,8","1,4","1,5","1,7","1,6"
65. Quảng Hà,"3,4","2,4","3,1","3,7","4,4","4,2","4,0","4,1","4,2","4,1","3,8","3,7"
66. Phù Liễn,"2,8","2,9","3,3","3,5","3,2","3,3","2,8","2,9","3,2","3,0","3,1"
67. Hòn Dấu,"4,6","4,5","4,2","4,5","5,2","5,6","5,7","4,4","4,0","4,6","4,4","4,3","4,7"
68. Bạch Long Vĩ,"7,6","7,3","6,4","5,8","6,2","6,8","7,6","5,7","5,8","7,3","7,8","7,5","6,8"
69. Ba Vì,"1,5","1,8","2,0","1,8","1,6","1,5","1,3","1,1","1,2","1,5"
70. Hà Đông,"1,8","1,9","1,7","1,8","1,9","1,5","1,4","1,5","1,7"
71. Sơn Tây,"1,7","2,0","2,1","1,8","1,6","1,7","1,4","1,3","1,4","1,7"
72. Hà Nội,"1,9","2,1","2,0","2,1","1,8","1,6","1,7","1,6","1,7","1,8"
73. Chí Linh,"3,0","2,8","3,0","2,9","2,2","2,3","2,8","2,7","2,8"
74. Hải Dương,"2,5","2,3","2,4","2,5","2,4","2,5","2,0","1,9","2,2","2,3"
75. Hưng Yên,"1,9","1,7","1,8","1,6","1,4","1,5","1,6","1,5","1,6","1,7"
76. Nam Định,"2,3","2,2","2,0","2,2","2,4","2,3","2,5","1,9","2,1","2,4","2,2"
77. Văn Lý,"3,6","3,4","3,5","4,0","4,1","4,2","3,2","3,1","3,6","3,4","3,3","3,6"
78. Thái Bình,"2,3","2,2","2,0","2,2","2,4","1,7","2,0","2,1"
79. Hà Nam,"2,1","2,0","1,8","2,0","1,9","1,8","1,9","1,6","1,8","2,1","2,0","1,9"
80. Ninh Bình,"2,1","1,9","1,7","1,8","2,0","1,8","1,9","1,6","1,8","2,1","2,0","1,9"
81. Nho Quan,"1,8","1,9","1,8","2,0","1,8","1,9","1,6","1,7","1,8","1,6","1,8"
82. Yên Định,"1,7","1,6","1,5","1,4","1,3","1,4","1,2","1,4","1,3","1,4"
83. Bái Thượng,"1,2","1,4","1,2","1,3","1,2","1,1","1,2","1,1","1,2"
84. Như Xuân,"1,4","1,5","1,4","1,8","1,9","1,6","1,5","1,7","1,5","1,3","1,6"
85. Tĩnh Gia,"1,7","1,6","1,5","1,6","2,0","1,6","1,7","2,1","2,0","1,8"
86. Thanh Hoá,"1,7","1,6","1,8","1,4","1,6","1,8","1,7","1,6","1,7"
87. Hồi Xuân,"1,5","1,7","1,6","1,5","1,7","1,6","1,4","1,5","1,6"
88. Quỳ Châu,"0,6","0,7","0,8","0,6","0,5","0,6","0,4","0,3","0,4","0,5","0,6"
89. Quỳ Hợp,"1,0","1,1","1,0","1,2","0,9","0,8","0,9","1,0"
90. Tây Hiếu,"1,2","1,3","1,2","1,3","1,1","1,0","1,2","1,1","1,2"
91. Quỳnh Lưu,"2,0","2,1","1,8","2,0","2,2","2,3","1,8","1,7","2,1","2,0","1,8","2,0"
92. Con Cuông,"1,2","1,3","1,4","1,3","1,4","1,2","0,9","1,0","1,2"
93. Đô Lương,"1,3","1,4","1,3","1,4","1,2","1,3"
94. Tương Dương,"1,3","1,5","1,4","1,3","1,0","0,9","0,8","0,7","0,9","1,0"
95. Vinh,"1,6","1,8","1,9","2,2","2,3","1,8","1,4","1,6","1,5","1,7"
96. Hương Khê,"1,4","1,3","1,2","1,3","1,5","1,8","1,3","1,1","1,4","1,5","1,4"
97. Kỳ Anh,"2,2","2,1","1,9","2,2","3,0","3,4","2,5","1,9","2,4","2,7","2,5","2,4"
98. Hà Tĩnh,"1,4","1,3","1,4","1,5","1,7","1,4","1,9","1,8","1,6","1,5"
99. Tuyên Hoá,"2,2","2,1","2,2","2,1","2,4","2,6","2,1","1,6","2,0","2,3","2,2"
100. Ba Đồn,"2,2","1,9","1,8","1,9","2,1","2,2","2,0","1,9","2,3","2,4","2,0"
101. Đồng Hới,"2,6","2,4","2,1","2,4","2,7","2,2","2,0","2,8","3,1","2,9","2,5"
102. Cồn Cỏ,"4,2","3,8","3,2","2,9","2,6","3,6","3,7","3,8","3,3","4,4","5,0","4,8","3,7"
103. Đông Hà,"2,3","2,2","2,0","1,9","2,2","3,4","3,8","3,3","1,7","2,1","2,5"
104. Khe Sanh,"3,0","2,9","2,7","2,3","2,2","2,8","3,0","2,5","1,6","2,4","3,1","3,0","2,6"
105. A Lưới,"1,7","1,6","1,5","1,6","2,6","2,9","2,7","1,4","1,5","1,7","1,5","1,8"
106. Nam Đông,"1,1","1,2","1,6","1,7","1,4","1,3","1,1","1,0","0,9","1,0","1,2"
107. Huế,"1,5","1,6","1,5","1,3","1,4","1,6","1,5"
108. Đà Nẵng,"1,5","1,8","1,7","1,6","1,3","1,2","1,4","1,7","2,1","1,6"
109. Tam Kỳ,"1,4","1,5","1,7","1,8","1,7","1,8","1,7","1,9","2,2","1,7","1,8"
110. Trà My,"0,8","1,0","0,9","0,7","0,8","0,9","0,6","0,8","0,6","0,7","0,8"
111. Ba Tơ,"1,1","1,3","1,4","1,3","1,4","1,3","1,1","1,3"
112. Quảng Ngãi,"1,1","1,4","1,5","1,6","1,1","1,0","1,1","1,3","1,7","1,3","1,2"
113. Lý Sơn,"4,9","4,8","4,9","4,3","3,4","2,8","2,7","2,9","3,5","5,4","6,8","4,4"
114. Hoài Nhơn,"1,7","1,6","1,5","1,4","1,5","1,6","1,1","1,6","2,2","2,3","1,6"
115. Quy Nhơn,"2,2","2,0","1,9","1,7","1,3","1,6","1,8","1,2","2,0","2,8","2,9","1,9"
116. Sơn Hoà,"1,1","1,4","1,5","1,3","1,6","2,5","2,8","1,5","0,9","1,2","1,6"
117. Tuy Hoà,"2,3","2,1","1,9","1,8","2,5","2,4","2,5","1,8","3,1","2,3"
118. Nha Trang,"3,3","3,1","2,6","2,3","1,9","1,5","1,7","1,6","1,7","2,1","3,4","4,0","2,4"
119. Cam Ranh,"3,8","3,2","2,7","2,4","2,3","2,2","2,3","2,2","1,8","2,2","3,9","4,5","2,8"
120. Trường Sa,"8,2","7,1","5,6","3,8","5,5","6,0","6,7","5,5","4,6","6,4","8,2","5,9"
121. Phan Thiết,"3,9","4,0","3,8","3,2","2,8","2,9","2,8","3,2","2,6","2,4","3,0","3,1"
122. Hàm Tân,"1,6","1,8","1,7","1,6","1,4","1,5","1,7","1,3","1,5"
123. Phú Quý,"7,2","5,5","4,0","2,9","3,4","6,3","6,9","7,6","5,2","3,7","6,0","7,5","5,5"
124. Đắk Tô,"1,0","0,9","0,7","0,9","0,8","0,7","0,5","0,6","1,1","1,2","0,9"
125. Kon Tum,"2,1","1,9","1,6","1,4","1,1","1,0","0,9","1,3","2,1","2,2","1,5"
126. Pleiku,"2,9","2,7","2,2","2,0","2,8","2,9","3,2","2,0","1,9","3,0","3,2","2,7"
127. An Khê,"2,3","2,2","2,0","1,9","2,3","3,3","3,6","3,3","2,0","1,8","2,7","2,8","2,5"
128. Ayun Pa,"1,3","1,8","2,0","1,9","1,4","1,7","1,0","0,8","1,0","1,3","1,5"
129. M’Đrắk,"1,9","1,8","1,7","2,5","2,4","2,6","1,5","1,2","1,8","2,0","1,9"
130. Buôn Ma Thuột,"5,1","4,5","3,8","2,7","1,6","1,4","2,2","3,6","4,5","2,8"
131. Buôn Hồ,"2,8","2,7","2,6","2,0","1,9","2,5","2,4","2,7","2,0","2,1","2,7","2,9","2,4"
132. Đắk Nông,"1,7","1,5","1,1","0,9","1,0","1,2","1,4","1,7","1,2","2,6","3,1","1,6"
133. Liên Khương,"2,6","2,4","1,7","1,4","1,8","1,9","1,4","1,5","2,0","2,2","1,9"
134. Đà Lạt,"2,2","1,9","1,7","1,4","1,5","2,6","2,9","3,1","1,7","1,9","3,4","3,8","2,4"
135. Bảo Lộc,"1,2","1,1","1,2","1,1","1,6","1,7","1,8","1,2","1,0","1,1","1,3"
136. Đồng Phú (Đồng Xoài),"1,2","1,3","1,1","0,9","0,8","1,0","0,8","0,7","1,0","1,2","1,0"
137. Phước Long,"1,7","1,6","1,8","1,7","1,8","1,7","1,5","1,3","1,6","1,8","1,7"
138. Tây Ninh,"1,3","1,6","1,8","1,5","1,4","1,5","1,3","1,5","1,7","1,5"
139. Vũng Tàu,"3,2","4,0","4,3","3,8","2,7","3,0","2,9","3,1","2,5","2,2","2,5","2,3","3,0"
140. Côn Đảo,"4,0","3,3","2,6","1,7","1,5","2,3","2,4","2,8","2,2","1,7","3,2","4,1","2,6"
141. Mộc Hoá,"1,8","2,0","1,9","1,8","2,2","2,0","2,3","2,0","1,9","2,0","1,9","2,0"
142. Mỹ Tho,"1,7","2,3","2,4","1,8","1,2","1,8","2,1","1,5","1,1","1,2","1,1","1,7"
143. Cao Lãnh,"0,9","1,2","1,4","1,3","1,1","1,4","1,7","1,2","1,1","1,3","1,4","1,3"
144. Ba Tri,"2,8","3,1","2,2","1,3","1,7","1,5","1,8","1,2","1,3","1,9","2,1","2,0"
145. Càng Long,"2,0","2,4","2,2","1,6","1,3","1,7","1,8","2,1","1,5","1,3","1,5","1,7"
146. Châu Đốc,"1,3","1,2","1,4","1,6","1,5","1,7","1,9","2,2","1,8","1,6","2,1","1,9","1,7"
147. Cần Thơ,"1,7","1,9","1,7","1,4","1,2","1,5","1,7","1,8","1,3","1,1","1,5","1,4","1,5"
